Study.Accession	Reported.trait	Group	UKB.Field.ID	QC.Flag.Field.ID	type	analysis	adjustment	sex	population
GCST90498748	Cholesteryl Esters to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23621	23921	sequencing	exWAS	PGS adjusted	Combined	European
GCST90498751	Cholesteryl Esters to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23621	23921	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90498755	Cholesteryl Esters to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23621	23921	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90498757	Cholesteryl Esters to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23621	23921	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90498750	Cholesteryl Esters to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23621	23921	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498945	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	array	Discovery		Combined	British-Central/South Asian
GCST90498955	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	array	Discovery		Combined	British-African
GCST90498952	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	array	Discovery		Combined	European
GCST90498956	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	array	Discovery		Female	European
GCST90498944	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	array	Discovery		Male	European
GCST90498943	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90498954	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90498951	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90498950	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90498947	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90498948	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501209	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	array	Meta-analysis		Combined	Combined
GCST90498942	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90498946	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90498949	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	exWAS	PGS adjusted	Combined	European
GCST90498957	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498958	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90498953	Cholesteryl Esters to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23596	23896	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90499397	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	array	Discovery		Combined	British-Central/South Asian
GCST90499400	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	array	Discovery		Combined	European
GCST90499409	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	array	Discovery		Combined	British-African
GCST90499406	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	array	Discovery		Female	European
GCST90499403	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	array	Discovery		Male	European
GCST90499396	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90499407	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90499408	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90499405	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90499398	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90499399	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501237	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	array	Meta-analysis		Combined	Combined
GCST90499401	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90499402	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90499395	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	exWAS	PGS adjusted	Combined	European
GCST90499404	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90499394	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90499410	Cholesteryl Esters to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23646	23946	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499592	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	array	Discovery		Combined	European
GCST90499599	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	array	Discovery		Combined	British-African
GCST90499596	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	array	Discovery		Combined	British-Central/South Asian
GCST90499595	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	array	Discovery		Female	European
GCST90499602	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	array	Discovery		Male	European
GCST90499593	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90499605	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90499598	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90499591	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90499594	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90499601	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501249	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	array	Meta-analysis		Combined	Combined
GCST90499597	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90499603	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	exWAS	PGS adjusted	Combined	European
GCST90499600	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90499590	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90499606	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499604	Cholesteryl Esters to Total Lipids in Small LDL percentage	Relative lipoprotein lipid concentrations	23626	23926	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90499790	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	array	Discovery		Combined	British-Central/South Asian
GCST90499791	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	array	Discovery		Combined	European
GCST90499794	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	array	Discovery		Combined	British-African
GCST90499800	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	array	Discovery		Female	European
GCST90499804	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	array	Discovery		Male	European
GCST90499792	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90499793	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90499801	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90499803	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90499798	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90499802	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501261	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	array	Meta-analysis		Combined	Combined
GCST90499796	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90499788	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	exWAS	PGS adjusted	Combined	European
GCST90499797	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90499789	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499795	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90499799	Cholesteryl Esters to Total Lipids in Small VLDL percentage	Relative lipoprotein lipid concentrations	23601	23901	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90500363	Cholesteryl Esters to Total Lipids in Very Large HDL percentage	Relative lipoprotein lipid concentrations	23631	23931	array	Discovery		Combined	European
GCST90500367	Cholesteryl Esters to Total Lipids in Very Large HDL percentage	Relative lipoprotein lipid concentrations	23631	23931	array	Discovery		Combined	British-African
GCST90500370	Cholesteryl Esters to Total Lipids in Very Large HDL percentage	Relative lipoprotein lipid concentrations	23631	23931	array	Discovery		Combined	British-Central/South Asian
GCST90500359	Cholesteryl Esters to Total Lipids in Very Large HDL percentage	Relative lipoprotein lipid concentrations	23631	23931	array	Discovery		Female	European
GCST90500373	Cholesteryl Esters to Total Lipids in Very Large HDL percentage	Relative lipoprotein lipid concentrations	23631	23931	array	Discovery		Male	European
GCST90500362	Cholesteryl Esters to Total Lipids in Very Large HDL percentage	Relative lipoprotein lipid concentrations	23631	23931	sequencing	Gene-burden	PGS adjusted	Combined	European
